UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],delta_temp,power_proxy,Machine failure,TWF,HDF,PWF,OSF,RNF,risk_score,risk_level
5239,L52418,L,303.7,313.0,1457,44.1,40,9.300000000000011,64253.700000000004,0,0,0,0,0,0,0.40439722539914563,Low
5240,L52419,L,303.7,313.0,1753,29.0,42,9.300000000000011,50837.0,0,0,0,0,0,0,0.2944469665975632,Low
5241,L52420,L,303.7,313.0,1694,28.0,44,9.300000000000011,47432.0,0,0,0,0,0,0,0.2844640001134309,Low
5242,L52421,L,303.7,313.1,1683,28.4,46,9.400000000000034,47797.2,0,0,0,0,0,0,0.29064440641727707,Low
5243,L52422,L,303.7,313.1,1496,47.4,48,9.400000000000034,70910.4,0,0,0,0,0,0,0.4501339057778504,Medium
5244,L52423,L,303.7,313.1,1721,34.8,50,9.400000000000034,59890.799999999996,0,0,0,0,0,0,0.3593058292687973,Low
5245,L52424,L,303.6,313.0,1593,31.6,52,9.399999999999977,50338.8,0,0,0,0,0,0,0.3234235780525727,Low
5246,L52425,L,303.6,313.0,1575,38.3,54,9.399999999999977,60322.49999999999,0,0,0,0,0,0,0.3858306733118145,Low
5247,L52426,L,303.5,313.0,1465,41.0,56,9.5,60065.0,0,0,0,0,0,0,0.40324933020722353,Low
5248,L52427,L,303.6,313.1,1405,38.3,58,9.5,53811.49999999999,0,0,0,0,0,0,0.3775255587867027,Low
5249,M20108,M,303.5,313.0,1902,21.6,60,9.5,41083.200000000004,0,0,0,0,0,0,0.26033082113180867,Low
5250,M20109,M,303.4,312.9,1422,39.9,63,9.5,56737.799999999996,0,0,0,0,0,0,0.4007968562624989,Low
5251,L52430,L,303.5,312.9,1332,52.9,66,9.399999999999977,70462.8,0,0,0,0,0,0,0.5078064950030388,Medium
5252,M20111,M,303.4,312.9,1307,54.3,68,9.5,70970.09999999999,0,0,0,0,0,0,0.5198006838556831,Medium
5253,L52432,L,303.5,313.0,1322,59.5,71,9.5,78659.0,0,0,0,0,0,0,0.5703909825018041,High
5254,L52433,L,303.5,313.0,1547,40.3,73,9.5,62344.1,0,0,0,0,0,0,0.4314014372476861,Medium
5255,L52434,L,303.5,313.1,1897,23.6,75,9.600000000000023,44769.200000000004,0,0,0,0,0,0,0.3033171276622107,Low
5256,M20115,M,303.5,313.0,1403,51.9,77,9.5,72815.7,0,0,0,0,0,0,0.5249899017454909,Medium
5257,L52436,L,303.5,313.0,1393,51.6,80,9.5,71878.8,0,0,0,0,0,0,0.525979561516525,Medium
5258,L52437,L,303.5,313.0,1482,38.5,82,9.5,57057.0,0,0,0,0,0,0,0.42386126803902147,Medium
5259,M20118,M,303.5,312.9,1572,44.7,84,9.399999999999977,70268.40000000001,0,0,0,0,0,0,0.49077326078423333,Medium
5260,L52439,L,303.5,312.9,1544,36.9,87,9.399999999999977,56973.6,0,0,0,0,0,0,0.4227878104918291,Medium
5261,M20120,M,303.5,313.0,1492,46.1,89,9.5,68781.2,0,0,0,0,0,0,0.5030291949575999,Medium
5262,L52441,L,303.4,312.8,1513,35.8,92,9.400000000000034,54165.399999999994,0,0,0,0,0,0,0.4183393951532753,Low
5263,L52442,L,303.4,312.8,1449,43.9,94,9.400000000000034,63611.1,0,0,0,0,0,0,0.487229994056904,Medium
5264,L52443,L,303.5,312.8,1877,22.3,96,9.300000000000011,41857.1,0,0,0,0,0,0,0.32283280643930756,Low
5265,L52444,L,303.4,312.8,1376,53.4,98,9.400000000000034,73478.4,0,0,0,0,0,0,0.5679222269676254,High
5266,M20125,M,303.5,312.9,1883,23.3,100,9.399999999999977,43873.9,0,0,0,0,0,0,0.3391828649920819,Low
5267,M20126,M,303.4,312.8,1518,38.7,103,9.400000000000034,58746.600000000006,0,0,0,0,0,0,0.4619580239934101,Medium
5268,M20127,M,303.5,312.9,1438,42.8,106,9.399999999999977,61546.399999999994,0,0,0,0,0,0,0.4955193036389032,Medium
5269,L52448,L,303.4,312.9,1389,54.1,109,9.5,75144.90000000001,0,0,0,0,0,0,0.5929040568081853,High
5270,L52449,L,303.5,312.9,1504,44.8,111,9.399999999999977,67379.2,0,0,0,0,0,0,0.5275188660732482,Medium
5271,L52450,L,303.5,312.9,1275,64.4,113,9.399999999999977,82110.0,0,0,0,0,0,0,0.6714710927987572,High
5272,L52451,L,303.6,313.0,1534,39.7,115,9.399999999999977,60899.8,0,0,0,0,0,0,0.4912627739126162,Medium
5273,M20132,M,303.6,313.0,1396,38.2,117,9.399999999999977,53327.200000000004,0,0,0,0,0,0,0.4691685923204234,Medium
5274,L52453,L,303.6,313.1,1395,44.1,120,9.5,61519.5,0,0,0,0,0,0,0.5247361079311429,Medium
5275,L52454,L,303.6,313.0,1617,30.9,122,9.399999999999977,49965.299999999996,0,0,0,0,0,0,0.42941016335955307,Medium
5276,L52455,L,303.7,313.1,1423,41.2,124,9.400000000000034,58627.600000000006,0,0,0,0,0,0,0.5086284938842888,Medium
5277,L52456,L,303.5,313.0,1606,34.0,126,9.5,54604.0,0,0,0,0,0,0,0.4631896933638807,Medium
5278,L52457,L,303.5,312.9,1501,44.0,128,9.399999999999977,66044.0,0,0,0,0,0,0,0.5470007410207658,High
5279,M20138,M,303.5,312.9,1618,30.4,130,9.399999999999977,49187.2,0,0,0,0,0,0,0.4375628597820342,Medium
5280,L52459,L,303.6,313.0,1522,35.8,133,9.399999999999977,54487.6,0,0,0,0,0,0,0.4838854638607759,Medium
5281,L52460,L,303.6,312.9,1480,41.4,135,9.299999999999955,61272.0,0,0,0,0,0,0,0.5330602633167439,Medium
5282,M20141,M,303.7,313.0,1469,39.9,137,9.300000000000011,58613.1,0,0,0,0,0,0,0.5220064171339717,Medium
5283,H34696,H,303.8,313.2,1381,52.4,140,9.399999999999977,72364.4,0,0,0,0,0,0,0.6263278952210513,High
5284,L52463,L,303.8,313.2,1525,41.9,145,9.399999999999977,63897.5,0,0,0,0,0,0,0.5575168913085523,High
5285,M20144,M,303.8,313.2,1732,29.6,147,9.399999999999977,51267.200000000004,0,0,0,0,0,0,0.4647181689014086,Medium
5286,L52465,L,303.8,313.1,1523,39.8,150,9.300000000000011,60615.399999999994,0,0,0,0,0,0,0.5465091893633932,High
5287,L52466,L,303.8,313.1,1422,42.4,152,9.300000000000011,60292.799999999996,0,0,0,0,0,0,0.5632321259258579,High
5288,H34701,H,303.8,313.2,1506,46.9,154,9.399999999999977,70631.4,0,0,0,0,0,0,0.6143487153362343,High
5289,L52468,L,303.8,313.2,1531,39.4,159,9.399999999999977,60321.4,0,0,0,0,0,0,0.5578800629616705,High
5290,M20149,M,303.9,313.3,1507,34.3,161,9.400000000000034,51690.1,0,0,0,0,0,0,0.5136269239581543,Medium
5291,L52470,L,303.9,313.3,1526,40.7,164,9.400000000000034,62108.200000000004,0,0,0,0,0,0,0.5769427258660561,High
5292,L52471,L,303.8,313.3,1406,52.1,166,9.5,73252.6,0,0,0,0,0,0,0.6677819130431941,High
5293,M20152,M,303.9,313.3,1567,35.0,168,9.400000000000034,54845.0,0,0,0,0,0,0,0.5356288512028466,Medium
5294,M20153,M,303.9,313.4,1464,49.1,171,9.5,71882.40000000001,0,0,0,0,0,0,0.6561249042184443,High
5295,L52474,L,303.9,313.4,1442,48.5,174,9.5,69937.0,0,0,0,0,0,0,0.6532002664631933,High
5296,L52475,L,303.8,313.2,1336,47.8,176,9.399999999999977,63860.799999999996,0,0,0,0,0,0,0.6388638721240559,High
5297,H34710,H,303.8,313.2,1379,50.2,178,9.399999999999977,69225.8,0,0,0,0,0,0,0.6672670784109546,High
5298,L52477,L,303.7,313.1,1406,48.6,183,9.400000000000034,68331.6,0,0,0,0,0,0,0.6643718767707247,High
5299,M20158,M,303.7,313.1,2130,18.1,185,9.400000000000034,38553.0,0,0,0,0,0,0,0.4330435364175592,Medium
5300,L52479,L,303.7,313.1,1355,49.1,188,9.400000000000034,66530.5,0,0,0,0,0,0,0.6709774705145711,High
5301,M20160,M,303.8,313.2,1710,26.5,190,9.399999999999977,45315.0,0,0,0,0,0,0,0.5022957048742264,Medium
5302,L52481,L,303.8,313.1,1309,55.8,193,9.300000000000011,73042.2,0,0,0,0,0,0,0.7303265936580984,High
5303,L52482,L,303.9,313.1,1491,37.2,195,9.200000000000045,55465.200000000004,0,0,0,0,0,0,0.5917980052529497,High
5304,L52483,L,303.9,313.2,1481,44.1,197,9.300000000000011,65312.1,0,0,0,0,0,0,0.6549966328494651,High
5305,L52484,L,303.9,313.1,1425,49.3,199,9.200000000000045,70252.5,0,0,0,0,0,0,0.6978304429991441,High
5306,H34719,H,303.9,313.2,1680,29.1,201,9.300000000000011,48888.0,0,0,0,0,0,0,0.5420007102423781,High
5307,H34720,H,304.0,313.2,1612,31.7,206,9.199999999999989,51100.4,0,0,0,0,0,0,0.5691624886591284,High
5308,L52487,L,304.0,313.3,1530,34.8,211,9.300000000000011,53243.99999999999,0,0,0,0,0,0,0.5989169367032486,High
5309,L52488,L,304.0,313.2,1481,42.6,213,9.199999999999989,63090.6,0,0,0,0,0,0,0.6670599451905173,High
5310,M20169,M,303.9,313.2,1422,48.0,215,9.300000000000011,68256.0,1,1,0,0,0,0,0.7114981971654583,High
5311,L52490,L,303.8,313.0,1427,43.0,0,9.199999999999989,61361.0,0,0,0,0,0,0,0.3286127063729588,Low
5312,H34725,H,303.7,312.9,1460,49.8,2,9.199999999999989,72708.0,0,0,0,0,0,0,0.3946323796138636,Low
5313,L52492,L,303.6,312.9,1873,23.5,7,9.299999999999955,44015.5,0,0,0,0,0,0,0.19356434659890975,Low
5314,M20173,M,303.7,312.9,1566,32.6,9,9.199999999999989,51051.600000000006,0,0,0,0,0,0,0.26253544684486946,Low
5315,L52494,L,303.6,312.8,1701,30.8,12,9.199999999999989,52390.8,0,0,0,0,0,0,0.26039739836201226,Low
5316,L52495,L,303.6,312.8,1710,27.2,14,9.199999999999989,46512.0,0,0,0,0,0,0,0.23057046581940285,Low
5317,M20176,M,303.6,312.8,1689,33.1,16,9.199999999999989,55905.9,0,0,0,0,0,0,0.28725676592567284,Low
5318,L52497,L,303.6,312.7,1637,32.9,19,9.099999999999966,53857.299999999996,0,0,0,0,0,0,0.28629805568839994,Low
5319,L52498,L,303.5,312.6,1496,39.0,21,9.100000000000023,58344.0,0,0,0,0,0,0,0.33305752599402305,Low
5320,M20179,M,303.5,312.7,1402,47.0,23,9.199999999999989,65894.0,0,0,0,0,0,0,0.39713932521503503,Low
5321,L52500,L,303.4,312.7,1363,45.5,26,9.300000000000011,62016.5,0,0,0,0,0,0,0.3849284981262763,Low
5322,M20181,M,303.4,312.7,1576,49.9,28,9.300000000000011,78642.4,0,0,0,0,0,0,0.44962224235986414,Medium
5323,M20182,M,303.4,312.7,1357,55.3,31,9.300000000000011,75042.09999999999,0,0,0,0,0,0,0.4759463293580699,Medium
5324,M20183,M,303.4,312.7,1399,48.4,34,9.300000000000011,67711.59999999999,0,0,0,0,0,0,0.42630680758509587,Medium
5325,M20184,M,303.4,312.8,1526,30.8,37,9.400000000000034,47000.8,0,0,0,0,0,0,0.2878125811056822,Low
5326,L52505,L,303.5,312.7,1694,27.3,40,9.199999999999989,46246.200000000004,0,0,0,0,0,0,0.27162942362503467,Low
5327,M20186,M,303.5,312.7,1420,49.1,42,9.199999999999989,69722.0,0,0,0,0,0,0,0.4473182453363499,Medium
5328,M20187,M,303.5,312.7,2116,16.7,45,9.199999999999989,35337.2,0,0,0,0,0,0,0.19678194246154745,Low
5329,M20188,M,303.7,312.9,1406,41.9,48,9.199999999999989,58911.4,0,0,0,0,0,0,0.39295420033316075,Low
5330,L52509,L,303.7,313.0,1456,45.5,51,9.300000000000011,66248.0,0,0,0,0,0,0,0.43396172575297526,Medium
5331,L52510,L,303.6,312.9,1588,31.9,53,9.299999999999955,50657.2,0,0,0,0,0,0,0.32736835366790107,Low
5332,L52511,L,303.7,312.8,1448,44.5,55,9.100000000000023,64436.0,0,0,0,0,0,0,0.4307200429474466,Medium
5333,H34746,H,303.6,312.7,1403,46.2,57,9.099999999999966,64818.600000000006,0,0,0,0,0,0,0.44408240154365525,Medium
5334,M20193,M,303.5,312.6,1405,51.6,62,9.100000000000023,72498.0,0,0,0,0,0,0,0.49891231157175475,Medium
5335,M20194,M,303.4,312.6,2706,9.8,65,9.200000000000045,26518.800000000003,1,0,0,1,0,0,0.1706768063920718,Low
5336,M20195,M,303.3,312.4,1505,38.9,68,9.099999999999966,58544.5,0,0,0,0,0,0,0.40726686879820884,Low
5337,L52516,L,303.2,312.4,1663,33.7,71,9.199999999999989,56043.100000000006,0,0,0,0,0,0,0.3778182584622031,Low
5338,M20197,M,303.3,312.6,1482,44.4,73,9.300000000000011,65800.8,0,0,0,0,0,0,0.4616955881254331,Medium
5339,M20198,M,303.3,312.5,1674,32.7,76,9.199999999999989,54739.8,0,0,0,0,0,0,0.37730057473576883,Low
5340,M20199,M,303.4,312.7,1594,32.8,79,9.300000000000011,52283.2,0,0,0,0,0,0,0.3770735022963798,Low
5341,L52520,L,303.5,312.7,1393,49.3,82,9.199999999999989,68674.9,0,0,0,0,0,0,0.5093055789565185,Medium
5342,H34755,H,303.5,312.8,1404,55.8,84,9.300000000000011,78343.2,0,0,0,0,0,0,0.5699051173608848,High
5343,M20202,M,303.5,312.8,1375,45.7,89,9.300000000000011,62837.50000000001,0,0,0,0,0,0,0.48747680424748047,Medium
5344,L52523,L,303.5,312.8,1607,38.4,92,9.300000000000011,61708.799999999996,0,0,0,0,0,0,0.44957398017334926,Medium
5345,L52524,L,303.4,312.8,1360,50.8,94,9.400000000000034,69088.0,0,0,0,0,0,0,0.5374478419876856,Medium
5346,L52525,L,303.5,312.8,1524,39.4,96,9.300000000000011,60045.6,0,0,0,0,0,0,0.45765563929053166,Medium
5347,L52526,L,303.4,312.7,1534,35.5,98,9.300000000000011,54457.0,0,0,0,0,0,0,0.42683239029419257,Medium
5348,L52527,L,303.3,312.7,1262,63.8,100,9.399999999999977,80515.59999999999,0,0,0,0,0,0,0.6440386558888822,High
5349,L52528,L,303.3,312.6,1623,34.6,102,9.300000000000011,56155.8,0,0,0,0,0,0,0.4320283908474829,Medium
5350,M20209,M,303.3,312.7,1642,33.6,104,9.399999999999977,55171.200000000004,0,0,0,0,0,0,0.4274836944703904,Medium
5351,M20210,M,303.4,312.8,1622,35.1,107,9.400000000000034,56932.200000000004,0,0,0,0,0,0,0.44442523446775273,Medium
5352,M20211,M,303.5,312.9,1530,34.5,110,9.399999999999977,52785.0,0,0,0,0,0,0,0.4365534875067175,Medium
5353,M20212,M,303.4,312.8,1590,36.3,113,9.400000000000034,57716.99999999999,0,0,0,0,0,0,0.4622681331226112,Medium
5354,L52533,L,303.4,312.7,1589,34.0,116,9.300000000000011,54026.0,0,0,0,0,0,0,0.44608073872920945,Medium
5355,L52534,L,303.4,312.6,1462,37.5,118,9.200000000000045,54825.0,0,0,0,0,0,0,0.47026879458644655,Medium
5356,H34769,H,303.3,312.5,1328,49.8,120,9.199999999999989,66134.4,0,0,0,0,0,0,0.5664237665746374,High
5357,H34770,H,303.3,312.6,1692,29.0,125,9.300000000000011,49068.0,0,0,0,0,0,0,0.42169758950721786,Medium
5358,L52537,L,303.3,312.5,1968,20.6,130,9.199999999999989,40540.8,0,0,0,0,0,0,0.36428956221851577,Low
5359,H34772,H,303.3,312.6,1827,24.2,132,9.300000000000011,44213.4,0,0,0,0,0,0,0.39548361009751765,Low
5360,M20219,M,303.3,312.6,1397,47.1,137,9.300000000000011,65798.7,0,0,0,0,0,0,0.5777118053314734,High
5361,L52540,L,303.3,312.6,1463,44.0,140,9.300000000000011,64372.0,0,0,0,0,0,0,0.5622163437277963,High
5362,L52541,L,303.3,312.7,1643,30.7,142,9.399999999999977,50440.1,0,0,0,0,0,0,0.4609986188953409,Medium
5363,L52542,L,303.2,312.6,1281,57.0,144,9.400000000000034,73017.0,0,0,0,0,0,0,0.6593930239589272,High
5364,L52543,L,303.2,312.5,1518,39.9,146,9.300000000000011,60568.2,0,0,0,0,0,0,0.5406284780307549,High
5365,L52544,L,303.2,312.6,1601,35.3,148,9.400000000000034,56515.299999999996,0,0,0,0,0,0,0.5094095591592506,Medium
5366,L52545,L,303.1,312.6,1548,36.4,150,9.5,56347.2,0,0,0,0,0,0,0.5182378754453916,Medium
5367,H34780,H,303.1,312.6,1404,40.6,152,9.5,57002.4,0,0,0,0,0,0,0.5459489884534461,High
5368,M20227,M,303.1,312.5,1766,26.7,157,9.399999999999977,47152.2,0,0,0,0,0,0,0.4553486014739615,Medium
5369,M20228,M,303.1,312.5,1667,30.0,160,9.399999999999977,50010.0,0,0,0,0,0,0,0.48464459388886766,Medium
5370,H34783,H,303.0,312.5,1507,37.9,163,9.5,57115.299999999996,0,0,0,0,0,0,0.5487587970683568,High
5371,H34784,H,303.0,312.4,1627,37.1,168,9.399999999999977,60361.700000000004,0,0,0,0,0,0,0.559562497297376,High
5372,L52551,L,302.9,312.3,1435,47.7,173,9.400000000000034,68449.5,0,0,0,0,0,0,0.6438814484864409,High
5373,H34786,H,302.9,312.3,1509,46.8,175,9.400000000000034,70621.2,0,0,0,0,0,0,0.64697792796819,High
5374,M20233,M,302.9,312.3,1809,25.0,180,9.400000000000034,45225.0,0,0,0,0,0,0,0.4780414536620819,Medium
5375,L52554,L,302.9,312.3,1515,40.8,183,9.400000000000034,61811.99999999999,0,0,0,0,0,0,0.6068661858265479,High
5376,L52555,L,302.9,312.3,1530,34.9,185,9.400000000000034,53397.0,0,0,0,0,0,0,0.5587034355790357,High
5377,H34790,H,302.8,312.3,1336,57.5,187,9.5,76820.0,0,0,0,0,0,0,0.7386692281288358,High
5378,L52557,L,302.9,312.4,2030,19.1,192,9.5,38773.0,0,0,0,0,0,0,0.45009954207595143,Medium
5379,L52558,L,302.9,312.4,1550,36.9,194,9.5,57195.0,0,0,0,0,0,0,0.5924552230408766,High
5380,L52559,L,302.9,312.4,1446,41.7,196,9.5,60298.200000000004,0,0,0,0,0,0,0.6289633224484411,High
5381,L52560,L,302.8,312.3,1494,37.5,198,9.5,56025.0,0,0,0,0,0,0,0.59944722523244,High
5382,L52561,L,302.8,312.4,1651,27.0,200,9.599999999999966,44577.0,0,0,0,0,0,0,0.5191950607188571,Medium
5383,L52562,L,302.9,312.4,1698,33.8,202,9.5,57392.399999999994,0,0,0,0,0,0,0.5885140050823771,High
5384,L52563,L,302.8,312.3,1504,40.3,204,9.5,60611.2,0,0,0,0,0,0,0.6346224994215668,High
5385,M20244,M,302.9,312.4,1421,46.0,206,9.5,65366.0,0,0,0,0,0,0,0.6797865473904426,High
5386,H34799,H,302.9,312.3,1754,26.9,209,9.400000000000034,47182.6,0,0,0,0,0,0,0.5387292454772911,Medium
5387,L52566,L,302.9,312.2,1469,42.0,214,9.300000000000011,61698.0,0,0,0,0,0,0,0.662215309492775,High
5388,L52567,L,302.8,312.2,1433,50.0,216,9.399999999999977,71650.0,0,0,0,0,0,0,0.7316940368236486,High
5389,M20248,M,302.8,312.3,1432,49.0,218,9.5,70168.0,0,0,0,0,0,0,0.7260317584141477,High
5390,L52569,L,302.8,312.3,1366,49.1,221,9.5,67070.6,0,0,0,0,0,0,0.7243649059860828,High
5391,H34804,H,302.8,312.3,1483,47.2,223,9.5,69997.6,0,0,0,0,0,0,0.723663924020528,High
5392,L52571,L,302.7,312.2,1572,34.4,228,9.5,54076.799999999996,0,0,0,0,0,0,0.6254677796030148,High
5393,L52572,L,302.8,312.2,1481,40.2,230,9.399999999999977,59536.200000000004,0,0,0,0,0,0,0.6727644069915364,High
5394,L52573,L,302.8,312.3,1473,42.6,232,9.5,62749.8,0,0,0,0,0,0,0.6963337451953555,High
5395,M20254,M,302.8,312.3,1262,70.5,234,9.5,88971.0,1,0,0,1,1,0,0.9117075460238264,High
5396,L52575,L,302.8,312.4,1529,36.8,237,9.599999999999966,56267.2,0,0,0,0,0,0,0.6578053369440011,High
5397,L52576,L,302.8,312.4,1523,39.7,239,9.599999999999966,60463.100000000006,0,0,0,0,0,0,0.6863290063639811,High
5398,M20257,M,302.8,312.3,1416,42.7,241,9.5,60463.200000000004,0,0,0,0,0,0,0.7059748028682332,High
5399,L52578,L,302.9,312.4,1923,23.9,244,9.5,45959.7,0,0,0,0,0,0,0.5748340273542578,High
5400,H34813,H,302.8,312.4,1411,53.8,246,9.599999999999966,75911.8,1,0,0,0,1,0,0.8095796031538729,High
5401,L52580,L,302.7,312.4,1477,46.3,251,9.699999999999989,68385.09999999999,1,0,0,0,1,0,0.7593646019067772,High
5402,M20261,M,302.6,312.3,1454,54.8,253,9.699999999999989,79679.2,1,1,0,0,1,0,0.8346060762464548,High
5403,L52582,L,302.7,312.3,1421,48.5,0,9.600000000000023,68918.5,0,0,0,0,0,0,0.37581303787928394,Low
5404,L52583,L,302.7,312.3,1858,25.4,2,9.600000000000023,47193.2,0,0,0,0,0,0,0.20323857654813626,Low
5405,H34818,H,302.8,312.5,1422,46.1,4,9.699999999999989,65554.2,0,0,0,0,0,0,0.36139126573909186,Low
5406,L52585,L,302.7,312.4,1444,48.7,9,9.699999999999989,70322.8,0,0,0,0,0,0,0.39429643617683674,Low
5407,L52586,L,302.7,312.4,1360,47.8,11,9.699999999999989,65007.99999999999,0,0,0,0,0,0,0.3805718905568035,Low
5408,L52587,L,302.7,312.4,1954,24.8,13,9.699999999999989,48459.200000000004,0,0,0,0,0,0,0.22017768675291655,Low
5409,L52588,L,302.6,312.4,1628,33.0,15,9.799999999999955,53724.0,0,0,0,0,0,0,0.2802238907711408,Low
5410,L52589,L,302.7,312.4,1433,44.2,17,9.699999999999989,63338.600000000006,0,0,0,0,0,0,0.3665269492796582,Low
5411,M20270,M,302.7,312.5,1417,51.5,19,9.800000000000011,72975.5,0,0,0,0,0,0,0.43145154106270556,Medium
5412,L52591,L,302.8,312.6,1462,39.4,22,9.800000000000011,57602.799999999996,0,0,0,0,0,0,0.335170992364793,Low
5413,L52592,L,302.9,312.6,1328,59.9,24,9.700000000000045,79547.2,0,0,0,0,0,0,0.5002761344072549,Medium
5414,H34827,H,302.7,312.5,1527,36.4,26,9.800000000000011,55582.799999999996,0,0,0,0,0,0,0.3204729542543286,Low
5415,L52594,L,302.6,312.3,1534,34.3,31,9.699999999999989,52616.2,0,0,0,0,0,0,0.31017413274991107,Low
5416,M20275,M,302.6,312.4,1410,50.3,33,9.799999999999955,70923.0,0,0,0,0,0,0,0.44238086697282963,Medium
5417,L52596,L,302.6,312.3,1660,30.3,36,9.699999999999989,50298.0,0,0,0,0,0,0,0.29089260683692175,Low
5418,L52597,L,302.6,312.4,1386,45.8,38,9.799999999999955,63478.799999999996,0,0,0,0,0,0,0.4088347471422496,Low
5419,L52598,L,302.6,312.4,1398,41.6,40,9.799999999999955,58156.8,0,0,0,0,0,0,0.3769621560871047,Low
5420,L52599,L,302.6,312.3,1321,53.4,42,9.699999999999989,70541.4,0,0,0,0,0,0,0.4727856859457463,Medium
5421,L52600,L,302.6,312.3,1512,34.2,44,9.699999999999989,51710.4,0,0,0,0,0,0,0.3281428472623097,Low
5422,M20281,M,302.6,312.3,1566,36.6,46,9.699999999999989,57315.600000000006,0,0,0,0,0,0,0.35708574636019436,Low
5423,M20282,M,302.7,312.4,1422,44.5,49,9.699999999999989,63279.0,0,0,0,0,0,0,0.41863427418220994,Low
5424,L52603,L,302.6,312.3,1647,31.8,52,9.699999999999989,52374.6,0,0,0,0,0,0,0.3290966116435874,Low
5425,L52604,L,302.6,312.2,1377,45.5,54,9.599999999999966,62653.5,0,0,0,0,0,0,0.4306285147973531,Medium
5426,L52605,L,302.5,312.2,1775,27.9,56,9.699999999999989,49522.5,0,0,0,0,0,0,0.3075839166396017,Low
5427,L52606,L,302.6,312.3,1554,42.0,58,9.699999999999989,65268.0,0,0,0,0,0,0,0.4235962394788345,Medium
5428,L52607,L,302.7,312.4,1423,51.9,60,9.699999999999989,73853.7,0,0,0,0,0,0,0.500444659274038,Medium
5429,L52608,L,302.7,312.4,1453,47.3,62,9.699999999999989,68726.9,0,0,0,0,0,0,0.4668128506868049,Medium
5430,L52609,L,302.8,312.4,1590,34.4,64,9.599999999999966,54696.0,0,0,0,0,0,0,0.367570490132553,Low
5431,L52610,L,302.8,312.5,1694,28.4,66,9.699999999999989,48109.6,0,0,0,0,0,0,0.3229668749899171,Low
5432,L52611,L,302.8,312.5,1462,43.4,68,9.699999999999989,63450.799999999996,0,0,0,0,0,0,0.4430158522601261,Medium
5433,L52612,L,302.8,312.4,1392,46.2,70,9.599999999999966,64310.4,0,0,0,0,0,0,0.46349391324017586,Medium
5434,L52613,L,302.9,312.5,1550,45.5,72,9.600000000000023,70525.0,0,0,0,0,0,0,0.4767730742768461,Medium
5435,L52614,L,302.9,312.5,1629,30.4,74,9.600000000000023,49521.6,0,0,0,0,0,0,0.3497766562366755,Low
5436,M20295,M,303.0,312.5,1524,42.1,76,9.5,64160.4,0,0,0,0,0,0,0.45011557956970116,Medium
5437,M20296,M,302.9,312.5,1679,30.9,79,9.600000000000023,51881.1,0,0,0,0,0,0,0.36573048440762057,Low
5438,M20297,M,302.9,312.6,1394,46.4,82,9.700000000000045,64681.6,0,0,0,0,0,0,0.48439917621099904,Medium
5439,L52618,L,302.9,312.5,1683,32.1,85,9.600000000000023,54024.3,0,0,0,0,0,0,0.3866255009410955,Low
5440,L52619,L,303.0,312.5,1626,30.5,87,9.5,49593.0,0,0,0,0,0,0,0.3710398913937523,Low
5441,H34854,H,303.0,312.5,1698,30.0,89,9.5,50940.0,0,0,0,0,0,0,0.3744811977976153,Low
5442,M20301,M,303.0,312.6,1392,42.9,94,9.600000000000023,59716.799999999996,0,0,0,0,0,0,0.47298558967054377,Medium
5443,L52622,L,303.1,312.7,1353,51.8,97,9.599999999999966,70085.4,0,0,0,0,0,0,0.5499264363549098,High
5444,M20303,M,303.0,312.7,1426,46.8,99,9.699999999999989,66736.8,0,0,0,0,0,0,0.5180921701014967,Medium
5445,L52624,L,303.0,312.7,2024,19.9,102,9.699999999999989,40277.6,0,0,0,0,0,0,0.31558326336134596,Low
5446,M20305,M,303.0,312.8,1648,32.1,104,9.800000000000011,52900.8,0,0,0,0,0,0,0.4141406932724997,Low
5447,L52626,L,303.1,312.9,1511,40.1,107,9.799999999999955,60591.1,0,0,0,0,0,0,0.4801187528899778,Medium
5448,L52627,L,303.1,312.8,1465,44.1,109,9.699999999999989,64606.5,0,0,0,0,0,0,0.5142808223489885,Medium
5449,L52628,L,303.0,312.7,1551,41.8,111,9.699999999999989,64831.799999999996,0,0,0,0,0,0,0.5053117298282571,Medium
5450,L52629,L,303.1,312.8,2329,15.1,113,9.699999999999989,35167.9,0,0,0,0,0,0,0.2951202237822729,Low
5451,H34864,H,303.1,312.8,1435,41.9,115,9.699999999999989,60126.5,0,0,0,0,0,0,0.5016131986952177,Medium
5452,L52631,L,303.0,312.7,1361,48.8,120,9.699999999999989,66416.8,0,0,0,0,0,0,0.5615637708629069,High
5453,M20312,M,303.0,312.7,1553,35.8,122,9.699999999999989,55597.399999999994,0,0,0,0,0,0,0.46898771106012915,Medium
5454,L52633,L,303.0,312.6,1451,42.1,125,9.600000000000023,61087.1,0,0,0,0,0,0,0.5206806983483709,Medium
5455,L52634,L,303.0,312.5,1461,40.2,127,9.5,58732.200000000004,0,0,0,0,0,0,0.5081120916603019,Medium
5456,M20315,M,303.1,312.6,1895,23.5,129,9.5,44532.5,0,0,0,0,0,0,0.3876113423397747,Low
5457,M20316,M,303.1,312.6,1567,32.9,132,9.5,51554.299999999996,0,0,0,0,0,0,0.45977969198035035,Medium
5458,M20317,M,303.0,312.5,1602,33.7,135,9.5,53987.4,0,0,0,0,0,0,0.4743851844523907,Medium
